measured log solubility in mols per litre,smiles,mol_id
-3.73,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,oxyphenbutazone
-6.47,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,"2,2',3,5'-PCB"
-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,Quinethazone
-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Diuron
-2.1,C1CC=CC1,Cyclopentene 
-1.99,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),alloxantin
-5.88,CCCCCCCCC,Nonane
-1.06,Oc1ccccc1Cl,2-Chlorophenol
-6.59,c1cccc2c3c(C)cc4ccccc4c3ccc12,5-Methylchrysene
-2.33,CCOc1ccccc1,Phenetole
-3.0,CCOC(=O)C=Cc1ccccc1,ethyl cinnamate
-2.484,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,Terbacil
-3.499,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,Clonazepam
-1.74,Cc1ccc(cc1)S(=O)(=O)N,p-Toluenesulfonamide 
-2.617,CC(OC(=O)Nc1cccc(Cl)c1)C#C,Chlorbufam
-5.08,CCCCCC(C)C,2-Methylheptane
-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,Cyhalothrin
-3.5380000000000003,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,Apazone
-3.754,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,Diazepam
-0.7,CCC(O)C(C)C,2-Methyl-3-pentanol
-2.3,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,fensulfothion
-2.32,CC1(C)C2CCC1(C)C(O)C2,borneol
-4.02,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,Testosterone
-4.53,CCCCCCC,Heptane
-2.22,Oc1cccc2ccccc12,1-Napthol
-4.3,C/C1CCCCC1\C,"cis-1,2-Dimethylcyclohexane"
-3.638,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,Trimazosin
-7.85,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,Cholanthrene
-5.27,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,Medrogestone
-1.45,CCCCCC(=O)C,2-Heptanone
0.54,COP(=O)(NC(C)=O)SC ,Acephate
-5.14,CCCCSP(=O)(SCCCC)SCCCC,DEF
-2.932,c1cC2C(=O)NC(=O)C2cc1,phthalamide
-2.68,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,Trichlomethiazide
-2.56,CC=C(C)C,2-Methy-2-Butene
-3.31,Cc1ccc(C)c(C)c1,"1,2,4-Trimethylbenzene"
-2.21,Oc1cc(Cl)c(Cl)cc1Cl,"2,4,5-Trichlorophenol "
-2.78,c1ccc2c(c1)cnc3ccccc23 ,phenanthridine
-0.98,CCCC(C)(O)CC,3-Methyl-3-hexanol
-5.24,CCCCCCCC,Octane
-6.35,c1ccc2cc3ccccc3cc2c1,Anthracene
0.07,NNc1ccccc1,Phenylhydrazine
0.58,CCC=O,Propionaldehyde
-4.15,C1CCCCCCC1,Cyclooctane
-2.077,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,"5,5-Diallylbarbital"
-1.17,ClC(Cl)Cl,Trichloromethane
-2.273,Sc1nccc(=O)[nH]1 ,thiouracil
-5.915,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,Pencycuron
-3.27,CC1=CCCCC1,1-Methylcyclohexene 
-2.13,CCCCC(CC)C=O,2-Ethylhexanal
-3.0210000000000004,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,Khellin
-2.658,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,5-Ethyl-5-(3-methylbutyl)barbital
-8.0,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,Benzo(j)fluoranthene
-1.52,CCC(CC)C=O,2-Ethylbutanal
-1.62,CCCOCCC,Dipropyl ether
-5.84,CCCCCCCCCCCCCCO,1-Tetradecanol
-2.64,Oc1c(Cl)ccc(Cl)c1Cl,"2,3,6-Trichlorophenol"
0.96,NC(=O)N,Urea
-1.64,CCCC#C,1-Pentyne
-3.54,Brc1cccc(Br)c1,"1,3-Dibromobenzene"
-8.4,CCCCCCCCCCCCCCCCCCO,1-Octadecanol
-1.33,CC(=O)Nc1ccccc1,Acetanilide
-2.7,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,hematein
0.009000000000000001,c1nccc(C(=O)NN)c1,Isonazid
-5.46,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,hydroxychlordene
-1.52,CC(C)CCOC=O,Isopentyl formate
-1.28,CC(=O)c1ccccc1,Acetophenone
-5.4,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,biquinoline
0.43,CCOP(=O)(OCC)OCC,Triethyl phosphate
-1.85,CC2(C)C1CCC(C)(C1)C2=O,D-fenchone
-0.91,COc2cnc1cncnc1n2,7-methoxypteridine
-5.64,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,Chlordene
-0.62,CC(C)N(=O)=O,2-Nitropropane
-5.27,c1ccc2c(c1)[nH]c3ccccc32,Carbazole
0.7,OCC(O)C(O)CO,Erythritol
-2.452,CCCOC(=O)c1ccc(N)cc1,Risocaine
0.6509999999999999,CNC(=O)C=C(C)OP(=O)(OC)OC,Azodrin
0.3,O=C1CCC(=O)N1,Succinimide
-4.28,CCC(C)C(C)C,"2,3-Dimethylpentane"
-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,bupirimate
-4.634,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,RTI 16
-3.68,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,RTI 9
-0.03,C1CCOCC1,Tetrahydropyran 
-3.01,CCCCCC#C,1-Heptyne
-4.314,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,osthole
-7.92,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,3-Methylcholanthrene
-2.32,CCOC(=O)c1ccccc1,Ethyl benzoate 
-2.0,ClCC(C)C,1-Chloro-2-methylpropane
-4.3,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,Ethinyl estradiol
-4.69,CCCCCCCCCCCC(=O)OC,methyl laurate
-2.58,CCCSCCC,Di-n-propylsulfide
-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1,Napthacene
-3.08,CCCCCBr,1-Bromopentane
-3.82,CCCC/C=C/C,trans-2-Heptene 
-1.26,Cc1ncc(N(=O)=O)n1CCO ,Metranidazole
-6.08,CCCCCC1CCCC1,Pentylcyclopentane
-7.42,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,"2,2',3,5,5',6-PCB"
-2.148,O=C1NC(=O)NC(=O)C1(CC)C(C)C,5-Ethyl-5-isopropylbarbituric acid
-2.0,CC(Cl)(Cl)Cl,"1,1,1-Trichloroethane"
-2.57,CON(C)C(=O)Nc1ccc(Cl)cc1,Monolinuron
-3.06,O=C2NC(=O)C1(CCCCC1)C(=O)N2,Cyclohexyl-5-spirobarbituric acid
-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,dimetan
-3.19,Cc1ccc(Br)cc1,4-Bromotoluene
-0.09,CCOCC,Diethyl ether 
-4.376,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,Rovral
-5.53,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,Benfluralin
-2.05,Cc1cc(C)c(O)c(C)c1,"2,4,6-Trimethylphenol"
-1.64,c1ccccc1,Benzene 
-4.03,Clc1ccc(I)cc1,p-Chloroiodobenzene
-2.564,COc1ccc(NC(=O)N(C)C)cc1Cl,Metoxuron
-2.48,CC(C)N(C(=O)CCl)c1ccccc1 ,propachlor
-2.82,C=Cc1ccccc1,Styrene
0.48,COCOC,Dimethoxymethane
-2.8,Cc1ccccc1C,o-Xylene 
0.47,CCC(C)O,Butan-2-ol
-0.17,Oc1ccc(O)cc1,"1,4-Benzenediol"
-4.955,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,estriol
-8.04,C1c2ccccc2c3cc4ccccc4cc13,Benzo(b)fluorene
-0.4,O=C1CNC(=O)N1 ,hydantoin
-2.59,c1(O)cc(O)ccc1CCCCCC,4-hexylresorcinol
-0.83,C=CCS(=O)SCC=C,allicin
-5.3820000000000014,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,Coumaphos
-7.01,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,"5,6-Dimethylchrysene"
-4.71,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,Betamethasone-17-valerate
-3.93,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,uric acid
-3.1,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,"2,3,4,6-Tetrachlorophenol"
-3.04,Clc1cccc(Cl)c1,"1,3-Dichlorobenzene"
-7.15,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,DDT
-1.01,CC(C)COC=O,Isobutyl formate
-2.39,c1ccccc1SC,thioanisole
-4.207,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,RTI 13
-3.84,CCCCCC,Hexane 
-0.46,COC(=O)c1cccnc1 ,methyl nicotinate
-3.59,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,Bendroflumethiazide
-7.82,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,"2,3,3',4,4',5-PCB"
-4.925,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,Vinclozolin
-3.15,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,Cyanazine
-6.726,c1ccc2c(c1)c3ccccc3c4ccccc24,Triphenylene
-4.95,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,Dienestrol
-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,Di(2-ethylhexyl)-phthalate
0.51,CCc1ccccn1,2-Ethyl pyridine
-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,Naled
-4.345,c1ccc(cc1)c2ccccc2,Biphenyl
-8.71,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,"2,2',4,4',6,6'-PCB"
-3.364,CN(C)c1nc(nc(n1)N(C)C)N(C)C,Altretamine
-0.92,CC(C)CC(C)(C)O,"2,4-Dimethyl-2-pentanol "
-3.168,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,Cycloheptyl-5-spirobarbituric acid
0.64,OCC1OC(O)(CO)C(O)C1O,Fructose
-1.4,Cc1cc(C)cc(O)c1,"3,5-Dimethylphenol"
-4.37,ClCC#CCOC(=O)Nc1cccc(Cl)c1,Barban
-2.843,CC(=O)Nc1ccc(Cl)cc1,p-Chloroacetanilide
-8.94,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,"2,2',3,4,5,5',6-PCB"
-3.55,CCC(C)(C)C,"2,2-Dimethylbutane"
-1.28,CNc1ccccc1,N-Methylaniline 
-2.09,C=CCC=C,"1,4-Pentadiene "
-4.88,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,Hydrocortisone 21-acetate
-1.456,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,DNOC
-3.604,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,Lorazepam
-0.7,Oc1cccc(Cl)c1,3-Chlorophenol
-3.21,Clc1cccc(Br)c1,m-Chlorobromobenzene
-3.05,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,chlorothiazide
-1.228,O=C1NC(=O)NC(=O)C1(C)CC,5-Methyl-5-ethylbarbituric acid
-0.7,OCCOc1ccccc1,2-Phenoxyethanol
-4.08,C(c1ccccc1)c2ccccc2,Diphenylmethane
-1.98,CCCCCC(O)CC,3-Octanol
-6.78,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,Flumetralin
-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,Propazine
-1.11,CCCC(C)CO,2-Methylpentanol
-1.08,CCCCC(C)(C)O,2-Methyl-2-hexanol
-2.77,CCc1ccccc1,Ethylbenzene
-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,5-(3-Methyl-2-butenyl)-5-ethylbarbital
-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,Heptachlor
-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,butallylonal
-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,Fenpropathrin
-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,Methoprene
-0.66,CCOC(=O)CC,Ethyl propionate
-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1,Prometryn
-3.9,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,Buturon
-4.72,Cc1cc2ccccc2cc1C,"2,3-Dimethylnaphthalene"
-6.25,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,"2,4',5-PCB"
-7.39,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,"2,3',4,4',5-PCB"
-0.31,NC(N)=NC#N ,2-cyanoguanidine
-2.0,ClC(Cl)(Cl)N(=O)=O,Chloropicrin
-5.21,Clc1cccc(Cl)c1c2ccccc2 ,"2,6-PCB"
-1.49,COc1ccc(C=O)cc1,p-Methoxybenzaldehyde
-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O,4-Nitroacetanilide
-2.74,CCCCCCC(=O)OCC,Ethyl heptanoate
-1.03,CC(=O)Nc1ccc(O)cc1,p-Hydroxyacetanilide
-2.16,c2ccc1[nH]ncc1c2 ,indazole
-4.31,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,triamcinolone acetonide
-3.583,Nc2nc1[nH]cnc1c(=O)[nH]2 ,guanine
0.46,COC(=O)C,Methyl acetate
-4.743,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,Stanolone
-0.59,CCCC(O)C=C,1-Hexene-3-ol
-3.931,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,norbormide
-1.85,CCCCOCCCC,Dibutyl ether 
-4.8,CCCCCCCCCCCCO,1-Dodecanol
-3.36,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,RTI 6
-0.49,CCCC(C)(C)O,2-Methyl-2-pentanol
-0.972,Nc1nc(=O)[nH]cc1F,Flucytosine
-3.84,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,stadacaine
-1.72,CCCCCC(C)(C)O,2-Methyl-2-heptanol
-5.23,Cc1c(C)c(C)c(C)c(C)c1C,Hexamethylbenzene
-2.22,CC(C)c1ccc(C)cc1O,Thymol
0.02,c2cnc1ncncc1n2,Pteridine
-4.66,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,Parathion
-0.9,C,Methane
-1.04,c2ccc1NCCc1c2 ,indoline
-3.54,O=N(=O)c1cccc2ccccc12,1-Nitronapthalene
-0.67,CCC(C)C(=O)C,3-Methyl-2-pentanone
-3.401,Nc1nc(O)nc2nc[nH]c12 ,isoguanine
-4.445,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,bromadiolone
0.26,CN(=O)=O,Nitromethane
-4.88,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,Triallate
-2.68,C=CCCC=C,"1,5-Hexadiene "
-1.52,c2ccc1[nH]ccc1c2,Indole
-3.69,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,Androstenedione
-3.23,CCCCC=C,1-Hexene
-3.79,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,Xipamide
-4.25,CCC1CCCCC1,Ethylcyclohexane
-2.58,CCCCCCCC(=O)C,2-Nonanone
-3.88,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,Mebendazole
-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1,Chloropham
-4.114,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,RTI 12
-3.224,CNC(=O)Oc1cccc2ccccc12,Carbaryl
0.29,C#C,Ethyne
0.38,Cc1cncc(C)c1,"3,5-Dimethylpyridine"
-2.06,C1C=CCC=C1,"1,4-Cyclohexadiene"
-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,Mecarbam
-0.92,CC(O)c1ccccc1,1-Phenylethanol
-1.6,CC(Cl)CCl,"1,2-Dichloropropane"
-2.46,CCCC=C(CC)C=O,2-Ethyl-2-hexanal
-4.23,CCOP(=S)(OCC)SCCSCC,Disulfoton
-5.284,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,methyltestosterone acetate
-6.14,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,"2,4,6-PCB"
-6.02,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,difluron
-4.46,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,Triclosan
-6.6370000000000005,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,diisooctyl phthalate
-3.24,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,Corticosterone
-3.4,Cc1cc(C)cc(C)c1,"1,3,5-Trimethylbenzene "
-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,dioctyl phthalate
-6.35,CCCCCCCCCCCCCCCO,1-Pentadecanol
-7.39,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,"2,2',6,6'-PCB"
-1.742,O=C1NC(=O)NC(=O)C1(C)C,"5,5-Dimethylbarbituric acid"
-2.09,CC(C)I,2-Iodopropane
-3.1,O=N(=O)c1ccccc1N(=O)=O,"1,2-Dinitrobenzene"
-0.12,CC(C)C(=O)C,3-Methyl-2-butanone
-8.4,CCCCCCCCCCCCCCCC,Hexadecane
-1.74,CC12CCC(CC1)C(C)(C)O2,"1,8-Cineole"
-2.07,Cc2cccc3sc1nncn1c23 ,Tricyclazole
-2.05,CCCCCCC(=O)C,2-Octanone
-3.38,CCCCCCCCC(=O)OC,Methyl nonanoate
-1.97,Fc1ccc(F)cc1,"1,4-Difluorobenzene"
-2.676,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,Thalidomide
-5.68,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,Trifluralin
1.1,CCO,Ethanol
-2.349,O=C2NC(=O)C1(CCCC1)C(=O)N2,Cyclopentyl-5-spirobarbituric acid
-1.83,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,Carbetamide
-5.24,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,phenothrin
-2.218,CN(C)C(=O)NC1CCCCCCC1,Cycluron
-6.8,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,Mirex
-5.06,CCCCCCCCBr,1-Bromooctane
-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,Benomyl
-0.364,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,aminopyrine
-0.24,CCC(O)CC,3-Pentanol
-2.49,Cc1ccc(cc1)N(=O)=O,p-Nitrotoluene
-1.14,CC(C)CCCO,4-Methylpentanol
-4.57,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,Norethisterone
-4.93,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,bromopropylate
-2.878,Nc2cnn(c1ccccc1)c(=O)c2Cl,Pyrazon
0.15,CCC(C)(C)O,2-Methylbutan-2-ol
-0.73,Cc1ccc(O)cc1,p-Cresol
0.15,CCOC=O,Ethyl formate
-1.92,CN(C)c1ccccc1,"N,N-Dimethylaniline"
-5.19,C1CCC2CCCCC2C1,Decalin
-2.18,CCCCS,Butanethiol 
-7.8,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,Benzo(e)pyrene
-2.54,ClC(=C(Cl)Cl)Cl,Tetrachloroethylene
-0.28,CCC(=O)CC,3-Pentanone
0.15,C=CC#N,Acrylonitrile
-5.613,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Flumethasone
-0.8,CCCCC(=O)C,2-Hexanone
-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1,Terbumeton
-5.16,CCCCC(C)CC,3-Methylheptane
-1.68,BrCCBr,"1,2-Dibromoethane"
-2.863,CNC(=O)Oc1ccccc1C(C)C,Isoprocarb
-3.22,O=C1NCCN1c2ncc(s2)N(=O)=O,Niridazole
-6.68,C1c2ccccc2c3ccc4ccccc4c13,Benzo(a)fluorene
-2.46,COc1ccccc1Cl,2-Chloroanisole
-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,Bromophos
-5.03,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,Quinonamid
-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,"P,P'-DDD"
-0.22,COC(=O)C=C,Methyl acrylate
-4.89,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,Chloroxuron
-4.45,N(=Nc1ccccc1)c2ccccc2,Azobenzene
-3.77,CC(C)c1ccc(C)cc1,4-Isopropyltoluene
-1.79,Oc1c(Cl)cccc1Cl,"2,6-Dichlorophenol"
0.79,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,Sucrose
0.35,OC1C(O)C(O)C(O)C(O)C1O,d-inositol
-0.17,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,Dyphylline
-2.111,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,Chloramphenicol
-0.85,CCC(O)(CC)CC,3-Ethyl-3-pentanol
-5.41,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,Epitostanol
-3.5,Brc1ccccc1Br,"1,2-Dibromobenzene"
-2.34,Oc1c(Cl)cc(Cl)cc1Cl,"2,4,6-Trichlorophenol"
-5.16,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,oryzalin
-4.799,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,RTI 20
-1.3,CC(C)C(=O)C(C)C,"2,4-Dimethyl-3-pentanone"
-2.593,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,5-(3-Methyl-2-butenyl)-5-isoPrbarbital
-2.943,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),gentisin
-0.8759999999999999,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,Caffeine
-4.173,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,Spironolactone
-1.38,Cc1ccc(O)cc1C,"3,4-Dimethylphenol"
-3.96,O(c1ccccc1)c2ccccc2,Diphenyl ether 
-8.56,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,"2,2',4,4',5,5'-PCB"
0.61,NC(=O)c1cccnc1 ,nicotinamide
-2.12,Sc1ccccc1,Thiophenol 
-2.5810000000000004,CNC(=O)Oc1cc(C)cc(C)c1,XMC
-6.86,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,Chlordane
-1.44,CSSC,Dimethyldisulfide
-0.96,NC(=O)c1ccccc1,Benzamide
-3.19,Clc1ccccc1Br,o-Chlorobromobenzene
-0.742,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,Monotropitoside
-1.47,CCCCC(O)CC,3-Heptanol 
-4.5539999999999985,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,RTI 15
-1.34,Oc1cc(Cl)cc(Cl)c1,"3,5-Dichlorophenol"
-5.85,Cc1cccc2c1ccc3ccccc32,1-Methylphenanthrene
-2.11,CCCCC(CC)CO,2-Ethyl-1-hexanol
-4.2860000000000005,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,Diallate
-2.21,Cc1ccccc1,Toluene 
-3.76,Clc1cccc(n1)C(Cl)(Cl)Cl,Nitrapyrin
-3.18,C1CCC=CCC1,Cycloheptene
-3.9,CN(C)C(=S)SSC(=S)N(C)C ,Thiram
-3.2460000000000004,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,Griseofulvin
-3.63,CCCCCCCCCCO,1-Decanol
-4.23,CCC(C)(C)CC,"3,3-Dimethylpentane"
1.144,CNC(=O)C(C)SCCSP(=O)(OC)(OC),vamidothion
-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,"2,3,4,5-Tetrachlorophenol"
-0.01,CCCC=O,Butyraldehyde
-4.9,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,dexamethasone acetate
-2.57,CCCC,Butane
-1.96,COc1ccccc1O,o-Methoxyphenol
-4.099,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,Fluoromethalone
-2.6,ClC(Cl)C(Cl)(Cl)Cl,Pentachloroethane
-2.35,CCOC(=O)c1ccccc1C(=O)OCC,Diethyl phthalate 
0.1,CC(C)CO,2-Methylpropan-1-ol
-4.12,CC(C)Cc1ccccc1,Isobutylbenzene
-2.34,ICI,Diiodomethane
-1.4,CCCC(O)CCC,4-Heptanol
-1.89,CCCCCOC(=O)C,Pentyl acetate
-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,"2,3,5,6-Tetrachlorophenol"
-3.37,CCCc1ccccc1,Propylbenzene 
-2.74,FC(F)(Cl)C(F)(F)Cl,"1,2-Dichlorotetrafluoroethane"
0.32,CC=CC=O,2-butenal
0.94,CN(C)C(=O)N(C)C ,tetramethylurea
-4.59,Cc1cc(C)c(C)cc1C,"1,2,4,5-Tetramethylbenzene"
-4.8,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,norethindrone acetate
-3.35,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,Ditalimfos
-3.59,c1ccccc1NC(=O)c2c(O)cccc2,salicylanilide
-3.39,CCN(CC)C(=S)SCC(Cl)=C,Sulfallate
-1.06,ClCC,Chloroethane
-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,Mefluidide
