NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles,mol_id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCCCOC(=O)C(C)CC,TOX27046
0.0,,0.0,,,0.0,,1.0,0.0,,,,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,TOX19721
,,1.0,,0.0,,,1.0,1.0,0.0,1.0,1.0,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,TOX11800
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,TOX24782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1cc(Cl)c(C)cc1Cl,TOX24780
0.0,0.0,1.0,,,0.0,,1.0,,1.0,,0.0,Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,TOX24781
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,TOX24787
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,TOX24784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1,TOX24785
0.0,,1.0,,,,,1.0,0.0,,1.0,1.0,CC(C)CC(C)N(c1ccccc1)c1ccc(N)cc1,TOX24966
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,OCC1(CO)COCOC1,TOX24967
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,O=S(=O)(O)c1ccc2ccccc2c1,TOX24788
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,TOX24962
0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,TOX24963
0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1,TOX24960
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,TOX24961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1ccc(Cl)c(Cl)c1Cl,TOX6088
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,TOX2647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,TOX2644
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC1(CC)C(=O)NC(=O)NC1=O,TOX2643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,TOX2640
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,TOX16999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(C(=O)O)cc1,TOX6080
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,TOX6081
0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,1.0,BrCC(Br)(Br)Br,TOX6082
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrC(Br)C(Br)Br,TOX6083
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,TOX6084
1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,TOX2649
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,TOX5690
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,C=CC(=C)CCC=C(C)C,TOX5692
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCc1cc(OC)c2c(c1)OCO2,TOX5693
0.0,0.0,1.0,,,0.0,,,,,1.0,,Nc1ccc(N)c2ccccc12,TOX5696
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CS(C)=O,TOX1735
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CO,TOX1731
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCO,TOX1739
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CNC(=O)OCC[N+](C)(C)C,TOX25789
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c1ccc2cc(CC3=NCCN3)ccc2c1,TOX28423
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,TOX25785
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1,TOX25787
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,TOX6339
0.0,0.0,0.0,1.0,,0.0,,1.0,,0.0,0.0,0.0,CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1,TOX25781
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cccc(C)c1OCC(C)N,TOX25783
0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccc(OC)c(C(O)C(C)N)c1,TOX25782
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccc(Cc2ccc(N)cc2)cc1,TOX2422
0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,TOX28554
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,TOX2421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OCc1ccco1,TOX5346
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCc1ccco1,TOX5347
0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,O=C(c1ccc(O)cc1)c1ccc(O)cc1,TOX2425
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,TOX26258
0.0,,,,,,,1.0,0.0,0.0,1.0,1.0,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,TOX12638
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,TOX12637
0.0,,0.0,0.0,,0.0,,,0.0,,,1.0,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)[C@@H](C)C[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,TOX26707
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,TOX12631
0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,TOX12630
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-],TOX25561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,TOX25560
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,TOX25563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOX25562
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,TOX25567
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,TOX25566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3,TOX25569
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,TOX25568
0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)c1ccc(N=Nc2ccc(S(=O)(=O)N(C)C)cc2)c(S(=O)(=O)NCC[n+]2ccccc2)c1,TOX28537
0.0,,0.0,,,,,,,1.0,,,CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,TOX14742
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,TOX3594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,TOX3591
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,TOX3590
0.0,0.0,1.0,,,0.0,,,0.0,,1.0,,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,TOX3593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,TOX28531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,TOX21847
0.0,0.0,1.0,1.0,,0.0,,1.0,0.0,,0.0,0.0,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,TOX28533
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,O=C([O-])c1ccccc1Nc1cc(Cl)ccc1C(=O)[O-],TOX28532
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCN(C)C,TOX16299
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Oc1ccc2ccccc2c1,TOX7061
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-],TOX7066
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCC(C)CO,TOX7069
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,TOX3771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,TOX3775
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,TOX28648
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,CN1CSC(=S)N(C)C1,TOX4902
,0.0,1.0,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,TOX4906
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2,TOX24342
0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,[O-]c1cc(Cl)c(Cl)cc1Cl,TOX21336
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,CCCCCC/C=C\CCCCCCCC(=O)O,TOX21197
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C=C(C)[C@@H]1CC=C(C=O)CC1,TOX21190
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(C(C)=O)cc1,TOX24347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cc(Cl)ccc1Cl,TOX7452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)CC(=O)N(C)C,TOX7454
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cccc(C)c1NC(=O)CN1CCCCCC1,TOX26142
0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,TOX26140
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,C[C@@H](Cc1ccccc1)N(C)C,TOX26146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(CN1CCNCC1)NC1CCCCC1,TOX26147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCNCC(O)c1ccc(O)cc1,TOX26144
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC(Cc1ccccc1)NCc1ccccc1Cl,TOX26145
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,TOX26148
0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,CCCCCCCCCCCSCC(=O)O,TOX27545
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(CC(C)CCCC(C)(C)O)OC,TOX27547
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,Oc1ccc2c(c1)-c1ccccc1C2,TOX27540
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,TOX27543
0.0,,0.0,,,,,1.0,0.0,0.0,,1.0,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,TOX27542
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,TOX27239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)CC1(C)OCC(C)O1,TOX27549
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(O)CCCCC1CCSS1,TOX5508
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,COC(=O)CC(C(C)=O)C(=O)OC,TOX21692
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,TOX21691
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,CC1CCC(C(C)CS)CC1S,TOX5501
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC(C)(O)CCC=C(C)C,TOX5502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,TOX5503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,TOX5505
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,TOX5506
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COCCC#N,TOX6851
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCSSCCC(=O)O,TOX12998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[n+]1ccccc1,TOX29325
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,TOX17612
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSc1ccc(C=O)cc1,TOX13047
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],TOX1405
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNC(=S)N(C)C,TOX1404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOCCC,TOX22343
0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,TOX22349
0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,,,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,TOX20279
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSC(C)(C)/C=N\O,TOX4431
0.0,,1.0,,,,,1.0,0.0,,,,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,TOX20270
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc2ccccc2n1,TOX20271
0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,TOX20274
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#CCCCl,TOX10336
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClCBr,TOX1503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C(=O)[O-].[Ca+2],TOX7214
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C=CC(C)(C)C,TOX7211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCc1cccc(CC)c1N,TOX7218
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])c1ccccc1,TOX7219
0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,TOX3907
1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,c1ccc2cc3c(ccc4ccccc43)cc2c1,TOX3902
0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,1.0,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,TOX3900
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,TOX3901
0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,TOX3908
0.0,,1.0,,0.0,,,,0.0,,,1.0,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,TOX3909
0.0,,0.0,,1.0,1.0,,,0.0,0.0,1.0,,CCCCCCCCCCCCCCCC[N+](C)(C)C,TOX17028
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Cc1ccc(C)c(S(=O)(=O)[O-])c1,TOX24578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(C(Cl)Cl)N1CCOC12CCCCC2,TOX24575
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=CC(C)C(C=O)CC1,TOX24574
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,Br[Ca]Br,TOX24577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,TOX24576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CC(C)c1cccc(O)c1,TOX24571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NCCN,TOX24570
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,CCC(C)(C)C1CCCCC1OC(C)=O,TOX24573
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX24572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,TOX27844
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,TOX27845
0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],TOX27846
0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,TOX27847
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C[n+]1ccn(CCO)c1,TOX27848
0.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,1.0,,CCCCCCCCn1cc[n+](C)c1,TOX27849
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@@H]([C@H](O)c1ccccc1)N(C)C,TOX25992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,TOX25993
,,,,,,,,,0.0,,,Cc1ccc(C(C)C)cc2c(C)ccc1-2,TOX25996
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,TOX25998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)N,TOX516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)C=O,TOX515
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)C(=O)Cl,TOX512
0.0,0.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,1.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,TOX510
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,TOX25198
,,,,,,,0.0,,0.0,,,c1ccc2nc(N3CCNCC3)ccc2c1,TOX25190
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,TOX25191
0.0,0.0,1.0,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,Nc1nc2ccc(OC(F)(F)F)cc2s1,TOX25192
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,TOX25193
,,,,,,,0.0,,0.0,,,C1COC(NC(C2CC2)C2CC2)=N1,TOX25194
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCN(CCC)CCc1cccc2c1CC(=O)N2,TOX25195
